,sfs,kapitel i OSL,paragraf i OSL,sekretess,kategori,antal år sekretessen gäller,kommentar,sdate,pre,prop,eu,prop_link,text_length,pages,sfs_url
0,2018:2027,30,6b,,EU,50,anpassad efter ny EU-förordning,2019-01-01,"Prop. 2018/19:4, bet. 2018/19:FiU18, rskr. 2018/19:53",['2018/19:4'],False,['http://data.riksdagen.se/fil/18611FA9-944C-4E55-931F-D6CD3ECCB845'],1384,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2018-12/SFS2018-2027.pdf
1,2018:2033,27,2,ökad,,20,,2019-01-01,"Prop. 2018/19:9, bet. 2018/19:SkU5, rskr. 2018/19:60",['2018/19:9'],False,['http://data.riksdagen.se/fil/79B5196F-B302-47F6-A2F3-50EF45B635D2'],1802,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2018-12/SFS2018-2033.pdf
2,2018:2093,30,20,ökad,,50,,2019-07-01,"Prop. 2017/18:156, bet. 2018/19:SoU3, rskr. 2018/19:61",['2017/18:156'],False,['http://data.riksdagen.se/fil/002CE9FE-3596-478E-9A65-FE596FC7C978'],1116,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2018-12/SFS2018-2093.pdf
3,2019:213,40,7c,,överföring av sekretess,,,2019-06-01,"Prop. 2018/19:47, bet. 2018/19:KU35, rskr. 2018/19:185",['2018/19:47'],False,['http://data.riksdagen.se/fil/5116B212-B049-4883-80FC-8BF8A3AAF30C'],863,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-04/SFS2019-213.pdf
4,2019:249,43,4,ökad,,70,,2019-07-01,"Prop. 2018/19:66, bet. 2018/19:JuU22, rskr. 2018/19:195",['2018/19:66'],False,['http://data.riksdagen.se/fil/F91B34CD-1527-4359-9783-59F68F397DB3'],813,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-249.pdf
5,2019:280,30,6,ökad,EU,20,,2019-06-01,"Prop. 2018/19:38, bet. 2018/19:FiU37, rskr. 2018/19:200",['2018/19:38'],False,['http://data.riksdagen.se/fil/56FCE182-92B2-408B-AE0A-13500364822B'],1740,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-280.pdf
6,2019:305,18,8a,ökad,,40,"meddelarfrihet gäller, enligt ändringen i §19",2019-07-01,"Prop. 2018/19:81, bet. 2018/19:JuU23, rskr. 2018/19:227",['2018/19:81'],False,['http://data.riksdagen.se/fil/7DB97835-80D8-4756-97C9-A6ABC3C0657E'],2937,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-305.pdf
7,2019:305,18,8b,,,,,2019-07-01,"Prop. 2018/19:81, bet. 2018/19:JuU23, rskr. 2018/19:227",['2018/19:81'],False,['http://data.riksdagen.se/fil/7DB97835-80D8-4756-97C9-A6ABC3C0657E'],2937,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-305.pdf
8,2019:305,18,8c,,,,,2019-07-01,"Prop. 2018/19:81, bet. 2018/19:JuU23, rskr. 2018/19:227",['2018/19:81'],False,['http://data.riksdagen.se/fil/7DB97835-80D8-4756-97C9-A6ABC3C0657E'],2937,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-305.pdf
9,2019:305,18,19,,,,,2019-07-01,"Prop. 2018/19:81, bet. 2018/19:JuU23, rskr. 2018/19:227",['2018/19:81'],False,['http://data.riksdagen.se/fil/7DB97835-80D8-4756-97C9-A6ABC3C0657E'],2937,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-305.pdf
10,2019:311,26,12,ökad,,70,,2019-07-01,"Prop. 2018/19:61, bet. 2018/19:KU36, rskr. 2018/19:226",['2018/19:61'],False,['http://data.riksdagen.se/fil/A031FB4F-B951-4BBD-95E3-8E27F0C7D13B'],1414,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-311.pdf
11,2019:311,44,3,,,,,2019-07-01,"Prop. 2018/19:61, bet. 2018/19:KU36, rskr. 2018/19:226",['2018/19:61'],False,['http://data.riksdagen.se/fil/A031FB4F-B951-4BBD-95E3-8E27F0C7D13B'],1414,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-311.pdf
12,2019:342,25,15,,,,,2019-07-01,"Prop. 2018/19:85, bet. 2018/19:SoU19, rskr. 2018/19:240",['2018/19:85'],False,['http://data.riksdagen.se/fil/76D77F0C-2277-48C6-ADEA-C52CF1BA297E'],996,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-05/SFS2019-342.pdf
13,2019:421,30,4b,ökad,EU,50,,2019-07-21,"Prop. 2018/19:83, bet. 2018/19:FiU40, rskr. 2018/19:237",['2018/19:83'],False,['http://data.riksdagen.se/fil/EF04D3F0-FB9C-4E54-A906-EA95A827C1A6'],2379,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-06/SFS2019-421.pdf
14,2019:434,35,1,ökad,,70,,2019-06-30,"Prop. 2018/19:65, bet. 2018/19:JuU26, rskr. 2018/19:23",['2018/19:65'],False,['http://data.riksdagen.se/fil/1BFF92AC-911A-48C3-9EE5-45F7B9DF9D22'],3728,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-06/SFS2019-434.pdf
15,2019:434,35,4,,,70,TODO: Kolla om ordet ”särskild” har någon betydelse!,2019-06-30,"Prop. 2018/19:65, bet. 2018/19:JuU26, rskr. 2018/19:23",['2018/19:65'],False,['http://data.riksdagen.se/fil/1BFF92AC-911A-48C3-9EE5-45F7B9DF9D22'],3728,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-06/SFS2019-434.pdf
16,2019:506,11,3a,,,,TODO: kolla hur det såg ut innan den nya prövningsnämnden,2020-01-01,"Prop. 2018/19:58, bet. 2018/19:UbU21, rskr. 2018/19:273",['2018/19:58'],False,['http://data.riksdagen.se/fil/68E1A2BE-735F-4490-B0CF-03EF24783D65'],1764,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-06/SFS2019-506.pdf
17,2019:506,24,7a,ökad,,70,en ny paragraf med två punkter,2020-01-01,"Prop. 2018/19:58, bet. 2018/19:UbU21, rskr. 2018/19:273",['2018/19:58'],False,['http://data.riksdagen.se/fil/68E1A2BE-735F-4490-B0CF-03EF24783D65'],1764,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-06/SFS2019-506.pdf
18,2019:506,24,7a,ökad,,20,här kodad som två tillägg,2020-01-01,"Prop. 2018/19:58, bet. 2018/19:UbU21, rskr. 2018/19:273",['2018/19:58'],False,['http://data.riksdagen.se/fil/68E1A2BE-735F-4490-B0CF-03EF24783D65'],1764,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-06/SFS2019-506.pdf
19,2019:607,30,16,ökad,,50,,2019-11-01,"Prop. 2018/19:125, bet. 2019/20:JuU2, rskr. 2019/20:1, direktiv (EU) 2015/849",['2018/19:125'],True,['http://data.riksdagen.se/fil/23234596-1A25-417F-A893-261C1D9C6F45'],1450,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-10/SFS2019-607.pdf
20,2019:730,36,4,ökad,,20,,2020-01-01,"Prop. 2018/19:150, bet. 2019/20:FiU15, rskr. 2019/20:38, direktiv (EU) 2015/849",['2018/19:150'],True,['http://data.riksdagen.se/fil/EB04E862-4ADE-4E31-8DBE-49620A8846B8'],2032,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-730.pdf
21,2019:763,30,5,ökad,,20,,2019-12-15,"Prop. 2018/19:158, bet. 2019/20:FiU12, rskr. 2019/20:27",['2018/19:158'],False,['http://data.riksdagen.se/fil/FD9B01DD-A24C-4096-BEC7-834AFC1EE135'],1478,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-763.pdf
22,2019:826,30,4b,ökad,,50,,2019-12-15,"Prop. 2018/19:159, bet. 2019/20:FiU13, rskr. 2019/20:26, direktiv (EU) 2016/2341",['2018/19:159'],True,['http://data.riksdagen.se/fil/C9722587-1E00-42B3-910B-908E31010592'],2592,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-826.pdf
23,2019:937,2,3,,,,landsting -> region,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
24,2019:937,15,3,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
25,2019:937,19,3,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
26,2019:937,21,6,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
27,2019:937,25,11,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
28,2019:937,27,1,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
29,2019:937,30,25,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
30,2019:937,31,3,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
31,2019:937,37,5,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
32,2019:937,38,7,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
33,2019:937,44,5,,,,,2020-01-01,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],11876,5,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-937.pdf
34,2019:993,,,,,,landsting -> region,9,"Prop. 2018/19:162, bet. 2019/20:KU3, rskr. 2019/20:48",['2018/19:162'],False,['http://data.riksdagen.se/fil/74AF7F5B-0183-4EC3-81A0-FC7A69B064C0'],1381,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-993.pdf
35,2019:1184,18,2,,,,OSL tar över sekretess från annan lag,2020-01-01,"Prop. 2018/19:163, bet. 2019/20:JuU9, rskr. 2019/20:44",['2018/19:163'],False,['http://data.riksdagen.se/fil/39BD8006-099E-43E7-8B37-9189954B277B'],5502,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-1184.pdf
36,2019:1184,35,1,,,,OSL tar över sekretess från annan lag,2020-01-01,"Prop. 2018/19:163, bet. 2019/20:JuU9, rskr. 2019/20:44",['2018/19:163'],False,['http://data.riksdagen.se/fil/39BD8006-099E-43E7-8B37-9189954B277B'],5502,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-1184.pdf
37,2019:1184,35,10,,,,OSL tar över sekretess från annan lag,2020-01-01,"Prop. 2018/19:163, bet. 2019/20:JuU9, rskr. 2019/20:44",['2018/19:163'],False,['http://data.riksdagen.se/fil/39BD8006-099E-43E7-8B37-9189954B277B'],5502,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-11/SFS2019-1184.pdf
38,2019:1207,15,3a,,,,sekretessbrytande mellan myndigheter,2020-01-01,"Prop. 2019/20:15, bet. 2019/20:TU4, rskr. 2019/20:74",['2019/20:15'],False,['http://data.riksdagen.se/fil/778AFF80-13C9-4F76-8384-77B99408179D'],3563,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-12/SFS2019-1207.pdf
39,2019:1207,17,4b,,,,sekretessbrytande mellan myndigheter,2020-01-01,"Prop. 2019/20:15, bet. 2019/20:TU4, rskr. 2019/20:74",['2019/20:15'],False,['http://data.riksdagen.se/fil/778AFF80-13C9-4F76-8384-77B99408179D'],3563,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-12/SFS2019-1207.pdf
40,2019:1207,18,4a,,,,sekretessbrytande mellan myndigheter,2020-01-01,"Prop. 2019/20:15, bet. 2019/20:TU4, rskr. 2019/20:74",['2019/20:15'],False,['http://data.riksdagen.se/fil/778AFF80-13C9-4F76-8384-77B99408179D'],3563,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-12/SFS2019-1207.pdf
41,2019:1207,19,3b,,,,sekretessbrytande mellan myndigheter,2020-01-01,"Prop. 2019/20:15, bet. 2019/20:TU4, rskr. 2019/20:74",['2019/20:15'],False,['http://data.riksdagen.se/fil/778AFF80-13C9-4F76-8384-77B99408179D'],3563,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2019-12/SFS2019-1207.pdf
42,2020:66,18,19,ökad,meddelarfrihet,,inskränkning av meddelarfriheten,2020-04-01,"Prop. 2019/20:64, bet. 2019/20:JuU19, rskr. 2019/20:170",['2019/20:64'],False,['http://data.riksdagen.se/fil/15D8000B-E02E-4482-ADFC-576C81E7B1B2'],2944,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-02/SFS2020-66.pdf
43,2020:66,44,5,ökad,meddelarfrihet,,inskränkning av meddelarfriheten,2020-04-01,"Prop. 2019/20:64, bet. 2019/20:JuU19, rskr. 2019/20:170",['2019/20:64'],False,['http://data.riksdagen.se/fil/15D8000B-E02E-4482-ADFC-576C81E7B1B2'],2944,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-02/SFS2020-66.pdf
44,2020:109,39,5c,,,,riksrevisionsdirektör ny titel,2020-04-01,"Framst. 2019/20:RS5, bet. 2019/20:KU6, rskr. 2019/20:161",[],False,[],967,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-03/SFS2020-109.pdf
45,2020:143,31,4,ökad,,20,AP-fondernas investeringsverksamhet,2020-05-01,"Prop. 2019/20:57, bet. 2019/20:FiU27, rskr. 2019/20:182",['2019/20:57'],False,['http://data.riksdagen.se/fil/C37128F3-0388-496D-85D7-E2F0E16F56EF'],976,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-03/SFS2020-143.pdf
46,2020:182,31,5a,ökad,,20,,2020-05-01,"Prop. 2019/20:78, bet. 2019/20:FiU36, rskr. 2019/20:190",['2019/20:78'],False,['http://data.riksdagen.se/fil/C981DBB4-C769-423C-B57F-C562A9EA7F98'],1547,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-04/SFS2020-182.pdf
47,2020:182,31,5a,,,,sekretessbrytande bestämmelse till föregående,2020-05-01,"Prop. 2019/20:78, bet. 2019/20:FiU36, rskr. 2019/20:190",['2019/20:78'],False,['http://data.riksdagen.se/fil/C981DBB4-C769-423C-B57F-C562A9EA7F98'],1547,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-04/SFS2020-182.pdf
48,2020:277,21,3,ökad,,70,,2020-07-01,"Prop. 2019/20:95, bet. 2019/20:JuU15, rskr. 2019/20:232",['2019/20:95'],False,['http://data.riksdagen.se/fil/8CAB85A4-6A79-4F94-8818-EF3AED76D927'],2768,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-05/SFS2020-277.pdf
49,2020:277,21,3a,ökad,,70,,2020-07-01,"Prop. 2019/20:95, bet. 2019/20:JuU15, rskr. 2019/20:232",['2019/20:95'],False,['http://data.riksdagen.se/fil/8CAB85A4-6A79-4F94-8818-EF3AED76D927'],2768,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-05/SFS2020-277.pdf
50,2020:309,,,,,,rättat datum i annan ändring,9,"Prop. 2019/20:158, bet. 2019/20:SoU22, rskr. 2019/20: 262",['2019/20:158'],False,['http://data.riksdagen.se/fil/0FE5A389-6126-4B67-A5C8-56A2B78C1343'],551,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-05/SFS2020-309.pdf
51,2020:327,40,1a,,,70,nytt förordningsnamn,2020-07-01 överg.best.,"Prop. 2019/20:102, bet. 2019/20:KU24, rskr. 2019/20:247",['2019/20:102'],False,['http://data.riksdagen.se/fil/0A228948-3BBA-4B4E-80C3-7B817ADD43D2'],1060,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-05/SFS2020-327.pdf
52,2020:436,27,1,ökad,,20,,2020-07-01,"Prop. 2019/20:74, bet. 2019/20:SkU14, rskr. 2019/20:292, direktiv 2011/16/EU",['2019/20:74'],True,['http://data.riksdagen.se/fil/59C9DDB6-A7D0-4C53-A178-EFA88A9F92F0'],2409,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-436.pdf
53,2020:452,23,5,,,70,redaktionell ändring,2020-07-01 överg.best.,"Prop. 2019/20:105, bet. 2019/20:UbU22, rskr. 2019/20:300",['2019/20:105'],False,['http://data.riksdagen.se/fil/13FD59C5-312E-458C-A13D-3B04728307E1'],1866,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-452.pdf
54,2020:560,,,,,,ändrat datum,9,direktiv 2011/16/EU,[],True,[],590,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-560.pdf
55,2020:569,27,1,ökad,,,,2020-10-01,"Prop. 2019/20:99, bet. 2019/20:FiU21, rskr. 2019/20: 340",['2019/20:99'],False,['http://data.riksdagen.se/fil/F537A270-3069-4E7A-A1EB-7C5364F88CFF'],2341,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-569.pdf
56,2020:575,10,18a,,,,sekretessbrytande mellan myndigheter,2020-08-01,"Prop. 2019/20:123, bet. 2019/20:JuU35, rskr. 2019/20:321",['2019/20:123'],False,['http://data.riksdagen.se/fil/F230EF68-68B2-4C18-BC8F-3C1755E79187'],3642,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-575.pdf
57,2020:575,10,8b,,,,sekretessbrytande mellan myndigheter,2020-08-01,"Prop. 2019/20:123, bet. 2019/20:JuU35, rskr. 2019/20:321",['2019/20:123'],False,['http://data.riksdagen.se/fil/F230EF68-68B2-4C18-BC8F-3C1755E79187'],3642,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-575.pdf
58,2020:575,10,22a,,,,sekretessbrytande mellan myndigheter,2020-08-01,"Prop. 2019/20:123, bet. 2019/20:JuU35, rskr. 2019/20:321",['2019/20:123'],False,['http://data.riksdagen.se/fil/F230EF68-68B2-4C18-BC8F-3C1755E79187'],3642,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-575.pdf
59,2020:575,35,10c,,,,sekretessbrytande mellan myndigheter,2020-08-01,"Prop. 2019/20:123, bet. 2019/20:JuU35, rskr. 2019/20:321",['2019/20:123'],False,['http://data.riksdagen.se/fil/F230EF68-68B2-4C18-BC8F-3C1755E79187'],3642,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-575.pdf
60,2020:602,18,18a,ökad,,10,"avfallsförordningen, det nya avfallsregistret",2020-08-01,"Prop. 2019/20:156, bet. 2019/20:MJU20, rskr. 2019/20:338, direktiv 2008/98/EG",['2019/20:156'],True,['http://data.riksdagen.se/fil/9994F94A-C060-4A07-9DD5-53AED522F019'],1384,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-602.pdf
61,2020:602,31,11a,ökad,,20,"avfallsförordningen, det nya avfallsregistret",2020-08-01,"Prop. 2019/20:156, bet. 2019/20:MJU20, rskr. 2019/20:338, direktiv 2008/98/EG",['2019/20:156'],True,['http://data.riksdagen.se/fil/9994F94A-C060-4A07-9DD5-53AED522F019'],1384,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-602.pdf
62,2020:606,23,2a,,,70,"corona-relaterat, anpassning till distansundervisning",2021-01-01,"Prop. 2019/20:127, bet. 2019/20:UbU23, rskr. 2019/20:348",['2019/20:127'],False,['http://data.riksdagen.se/fil/333BED2B-98AB-4C26-A3A5-98FF7B8CE3C6'],970,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-606.pdf
63,2020:620,23,6a,,,,sekretessbrytande mellan myndigheter,2021-01-01,"Prop. 2019/20:118, bet. 2019/20:JuU34, rskr. 2019/20:333",['2019/20:118'],False,['http://data.riksdagen.se/fil/EB9699BF-702E-414D-B2EA-B898E203170E'],2925,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-620.pdf
64,2020:620,26,9b,,,,sekretessbrytande mellan myndigheter,2021-01-01,"Prop. 2019/20:118, bet. 2019/20:JuU34, rskr. 2019/20:333",['2019/20:118'],False,['http://data.riksdagen.se/fil/EB9699BF-702E-414D-B2EA-B898E203170E'],2925,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-620.pdf
65,2020:620,35,10b,,,,sekretessbrytande mellan myndigheter,2021-01-01,"Prop. 2019/20:118, bet. 2019/20:JuU34, rskr. 2019/20:333",['2019/20:118'],False,['http://data.riksdagen.se/fil/EB9699BF-702E-414D-B2EA-B898E203170E'],2925,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-620.pdf
66,2020:620,35,15a,,,,sekretessbrytande mellan myndigheter,2021-01-01,"Prop. 2019/20:118, bet. 2019/20:JuU34, rskr. 2019/20:333",['2019/20:118'],False,['http://data.riksdagen.se/fil/EB9699BF-702E-414D-B2EA-B898E203170E'],2925,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-06/SFS2020-620.pdf
67,2020:773,,,,,,redaktionell ändring,2020-10-15,"Bet. 2019/20:KU25, rskr. 2020/21:1",[],False,[],640,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-09/SFS2020-773.pdf
