,sfs,kapitel i OSL,paragraf i OSL,sekretess,kategori,antal år sekretessen gäller,kommentar,sdate,pre,prop,eu,prop_link,text_length,pages,sfs_url
68,2020:908,30,4,ökad,EU,20,,2020-12-01,"Prop. 2019/20:173, bet. 2020/21:KU4, rskr. 2020/21:17",['2019/20:173'],False,['http://data.riksdagen.se/fil/796F9955-8660-46F2-A6C2-340EDA64BB25'],3360,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-11/SFS2020-908.pdf
69,2020:908,30,4b,ökad,EU,50,,2020-12-01,"Prop. 2019/20:173, bet. 2020/21:KU4, rskr. 2020/21:17",['2019/20:173'],False,['http://data.riksdagen.se/fil/796F9955-8660-46F2-A6C2-340EDA64BB25'],3360,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-11/SFS2020-908.pdf
70,2020:961,6,1a,,,,förskottsbetalning. Har kritiserats av SJF!,2021-01-01,"Prop. 2019/20:179, bet. 2020/21:KU6, rskr. 2020/21:36",['2019/20:179'],False,['http://data.riksdagen.se/fil/FB624D11-5D28-4AB1-9254-29A09BA60286'],904,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-11/SFS2020-961.pdf
71,2020:1036,30,6,,EU,20,,2021-01-01 överg.best.,"Prop. 2019/20:195, bet. 2020/21:FiU8, rskr. 2020/21:60",['2019/20:195'],False,['http://data.riksdagen.se/fil/0EBBE858-F3B0-4F62-86EA-10759827CFF5'],2045,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-11/SFS2020-1036.pdf
72,2020:1064,28,8a,ökad,,70,Tjänstepension,2021-01-01,"Prop. 2020/21:14, bet. 2020/21:FiU1, rskr. 2020/21:63",['2020/21:14'],False,['http://data.riksdagen.se/fil/9443CC32-1FCC-41A3-A7E8-72B5BF93B566'],1676,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-11/SFS2020-1064.pdf
73,2020:1064,28,8b,,,,sekretessbrytande till ovanstående,2021-01-01,"Prop. 2020/21:14, bet. 2020/21:FiU1, rskr. 2020/21:63",['2020/21:14'],False,['http://data.riksdagen.se/fil/9443CC32-1FCC-41A3-A7E8-72B5BF93B566'],1676,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-11/SFS2020-1064.pdf
74,2020:1112,32,1,,,,Namnbyte Integritetsskyddsmyndigheten,2021-01-01,"Prop. 2020/21:1, utg.omr. 1, bet. 2020/21:KU1, rskr. 2020/21:86",['2020/21:1'],False,['http://data.riksdagen.se/fil/ED667ADD-B081-4879-A9F7-6634C97FADB4'],1179,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-12/SFS2020-1112.pdf
75,2020:1179,31,11,,,,Namnbyte utsläppsregistret,2021-01-01,"Prop. 2020/21:27, bet. 2020/21:MJU4, rskr. 2020/21:84",['2020/21:27'],False,['http://data.riksdagen.se/fil/6D6ACA4F-6C16-4CD5-8994-D8AFE6CA6AC0'],922,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-12/SFS2020-1179.pdf
76,2020:1276,37,4,,,50,Totalförsvarets plikt- och prövningsverk,2021-02-01,"Prop. 2020/21:30, bet. 2020/21:FöU4, rskr. 2020/21:135",['2020/21:30'],False,['http://data.riksdagen.se/fil/B7B561D3-E597-42D9-9CEA-0AE2C171AF44'],1260,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2020-12/SFS2020-1276.pdf
77,2021:37,35,5,,,,,2021-03-01,"Prop. 2020/21:52, bet. 2020/21:JuU13, rskr. 2020/21:169",['2020/21:52'],False,['http://data.riksdagen.se/fil/EFCEF88B-642A-4BB5-8613-E122D827B04C'],1287,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-01/SFS2021-37.pdf
78,2021:46,44,4,,,,,2021-03-01,"Prop. 2020/21:49, bet. 2020/21:SkU12, rskr. 2020/21:165",['2020/21:49'],False,['http://data.riksdagen.se/fil/EBBF6CBE-EC70-425F-BD39-A861DF29AFE2'],2432,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-01/SFS2021-46.pdf
79,2021:46,44,5,,,,,2021-03-01,"Prop. 2020/21:49, bet. 2020/21:SkU12, rskr. 2020/21:165",['2020/21:49'],False,['http://data.riksdagen.se/fil/EBBF6CBE-EC70-425F-BD39-A861DF29AFE2'],2432,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-01/SFS2021-46.pdf
80,2021:82,30,1a,,,,Konkurrensverket,2021-03-01,"Prop. 2020/21:51, bet. 2020/21:NU10, rskr. 2020/21:170",['2020/21:51'],False,['http://data.riksdagen.se/fil/20420618-30E4-4B22-A9A5-AF814B964266'],965,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-02/SFS2021-82.pdf
81,2021:442,24,8a,minskad,,,Tidsbegränsad sekretessbrytande mellan myndighet,2021-07-01,"Prop. 2020/21:141, bet. 2020/21:KU31, rskr. 2020/21:290",['2020/21:141'],False,['http://data.riksdagen.se/fil/011FEFF2-F9DC-48E8-9613-82C0291104B3'],1692,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-442.pdf
82,2021:443,24,8a,ökad,,,Sekretessbrytande mellan myndigheter upphör,2023-07-01,"Prop. 2020/21:141, bet. 2020/21:KU31, rskr. 2020/21:290",['2020/21:141'],False,['http://data.riksdagen.se/fil/011FEFF2-F9DC-48E8-9613-82C0291104B3'],639,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-443.pdf
83,2021:533,36,3a,ökad,,,Medling,2021-07-01,"Prop. 2020/21:150, bet. 2020/21:CU17, rskr. 2020/21:315",['2020/21:150'],False,['http://data.riksdagen.se/fil/F826E045-1461-4581-AC61-F0402C290A81'],1442,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-533.pdf
84,2021:533,36,8,minskad,,,Meddelarfrihet gäller ej ang OSL 36:3a,2021-07-01,"Prop. 2020/21:150, bet. 2020/21:CU17, rskr. 2020/21:315",['2020/21:150'],False,['http://data.riksdagen.se/fil/F826E045-1461-4581-AC61-F0402C290A81'],1442,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-533.pdf
85,2021:544,,,minskad,,,"Tilägg i OSL bilaga, konkurs och bouppteckning",2021-07-01,"Prop. 2020/21:148, bet. 2020/21:CU19, rskr. 2020/21:318",['2020/21:148'],False,['http://data.riksdagen.se/fil/4ADE7D60-184F-49B7-B540-39C24CCB9CC2'],1341,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-544.pdf
86,2021:580,30,23b,ökad,,20,Otillbörliga handelsmetoder,2021-11-01,"Prop. 2020/21:134, bet. 2020/21:MJU21, rskr. 2020/21:364, (EU) direktiv 2019/633",['2020/21:134'],True,['https://data.riksdagen.se/fil/899A5A46-D803-4458-BBF7-72E316EA0F92'],2594,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-580.pdf
87,2021:580,30,30,ökad,,,,2021-11-01,"Prop. 2020/21:134, bet. 2020/21:MJU21, rskr. 2020/21:364, (EU) direktiv 2019/633",['2020/21:134'],True,['https://data.riksdagen.se/fil/899A5A46-D803-4458-BBF7-72E316EA0F92'],2594,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-580.pdf
88,2021:615,24,3,ökad,,,Bör kommenteras,9,"Prop. 2020/21:172, bet. 2020/21:SoU32, rskr. 2020/21:377",['2020/21:172'],False,['http://data.riksdagen.se/fil/78E7AAA6-DF60-4E48-8B1C-33F6BA327F9D'],2626,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-615.pdf
89,2021:615,24,3a,ökad,,,,9,"Prop. 2020/21:172, bet. 2020/21:SoU32, rskr. 2020/21:377",['2020/21:172'],False,['http://data.riksdagen.se/fil/78E7AAA6-DF60-4E48-8B1C-33F6BA327F9D'],2626,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-615.pdf
90,2021:616,30,25c,minskad,,,Uppgift som lämnas till biobank enl förord 2021:600,2021-07-15,"Prop. 2020/21:172, bet. 2020/21:SoU32, rskr. 2020/21:377",['2020/21:172'],False,['http://data.riksdagen.se/fil/78E7AAA6-DF60-4E48-8B1C-33F6BA327F9D'],791,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-616.pdf
91,2021:617,24,3,ökad,,,ikraftträdande ang OSL 30:25 c,2022-01-31,"Prop. 2020/21:172, bet. 2020/21:SoU32, rskr. 2020/21:377",['2020/21:172'],False,['http://data.riksdagen.se/fil/78E7AAA6-DF60-4E48-8B1C-33F6BA327F9D'],3289,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-617.pdf
92,2021:618,24,3,ökad,,,,2022-05-26,"Prop. 2020/21:172, bet. 2020/21:SoU32, rskr. 2020/21:377",['2020/21:172'],False,['http://data.riksdagen.se/fil/78E7AAA6-DF60-4E48-8B1C-33F6BA327F9D'],4004,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-618.pdf
93,2021:618,24,3a,ökad,,,,2022-05-26,"Prop. 2020/21:172, bet. 2020/21:SoU32, rskr. 2020/21:377",['2020/21:172'],False,['http://data.riksdagen.se/fil/78E7AAA6-DF60-4E48-8B1C-33F6BA327F9D'],4004,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-618.pdf
94,2021:618,30,25c,minskad,,,Jämför med SFS 2021:615-617,2022-05-26,"Prop. 2020/21:172, bet. 2020/21:SoU32, rskr. 2020/21:377",['2020/21:172'],False,['http://data.riksdagen.se/fil/78E7AAA6-DF60-4E48-8B1C-33F6BA327F9D'],4004,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-618.pdf
95,2021:644,1,6,ökad,,,,2022-01-01,"Prop. 2020/21:143, bet. 2020/21:KU33, rskr. 2020/21:356",['2020/21:143'],False,['http://data.riksdagen.se/fil/44D27D30-3D5F-4930-AB47-618F67D0ABF3'],4978,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-644.pdf
96,2021:644,10,21,ökad,,,,2022-01-01,"Prop. 2020/21:143, bet. 2020/21:KU33, rskr. 2020/21:356",['2020/21:143'],False,['http://data.riksdagen.se/fil/44D27D30-3D5F-4930-AB47-618F67D0ABF3'],4978,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-644.pdf
97,2021:644,10,21,ökad,,,,2022-01-01,"Prop. 2020/21:143, bet. 2020/21:KU33, rskr. 2020/21:356",['2020/21:143'],False,['http://data.riksdagen.se/fil/44D27D30-3D5F-4930-AB47-618F67D0ABF3'],4978,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-644.pdf
98,2021:644,10,23,ökad,,,,2022-01-01,"Prop. 2020/21:143, bet. 2020/21:KU33, rskr. 2020/21:356",['2020/21:143'],False,['http://data.riksdagen.se/fil/44D27D30-3D5F-4930-AB47-618F67D0ABF3'],4978,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-644.pdf
99,2021:644,10,27,ökad,,,ang institutet för mänsliga rättigheter,2022-01-01,"Prop. 2020/21:143, bet. 2020/21:KU33, rskr. 2020/21:356",['2020/21:143'],False,['http://data.riksdagen.se/fil/44D27D30-3D5F-4930-AB47-618F67D0ABF3'],4978,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-644.pdf
100,2021:644,33,4a,ökad,,70,,2022-01-01,"Prop. 2020/21:143, bet. 2020/21:KU33, rskr. 2020/21:356",['2020/21:143'],False,['http://data.riksdagen.se/fil/44D27D30-3D5F-4930-AB47-618F67D0ABF3'],4978,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-644.pdf
101,2021:644,33,5,ökad,,,Inskränkt meddelarfrihet,2022-01-01,"Prop. 2020/21:143, bet. 2020/21:KU33, rskr. 2020/21:356",['2020/21:143'],False,['http://data.riksdagen.se/fil/44D27D30-3D5F-4930-AB47-618F67D0ABF3'],4978,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-644.pdf
102,2021:646,10,18c,minskad,,,Sekretessbrytande m myndigheter - förebygga brott,2021-08-01,"Prop. 2020/21:163, bet. 2020/21:SoU26, rskr. 2020/21:350",['2020/21:163'],False,['http://data.riksdagen.se/fil/404CF5F8-B49F-4210-A9DF-2816478016A8'],1316,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-646.pdf
103,2021:672,28,12,minskad,,,Korttidsstöd från pga panemin från Tillväxtverket,2021-08-01 överg.best.,"Prop. 2020/21:168, bet. 2020/21:KU32, rskr. 2020/21:373",['2020/21:168'],False,['http://data.riksdagen.se/fil/F233B97F-BA2D-4FC0-BD4A-A2151A85F089'],1110,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-672.pdf
104,2021:673,,,,,,övergångsbestämmelse upphör,2021-10-21,"Prop. 2020/21:168, bet. 2020/21:KU32, rskr. 2020/21:373",['2020/21:168'],False,['http://data.riksdagen.se/fil/F233B97F-BA2D-4FC0-BD4A-A2151A85F089'],527,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-06/SFS2021-673.pdf
105,2021:891,30,30,,,,konsekvensändring i meddelarskydd??,9,"Bet. 2021/22:KU2, rskr. 2021/22:6",[],False,[],1766,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-10/SFS2021-891.pdf
106,2021:898,17,3b,ökad,,50,Visselblåsarlagen; uppföljning av ärenden,2021-12-17 överg.best.,"Prop. 2020/21:193, bet. 2021/22:AU3, rskr. 2021/22:9, direktiv (EU) 2019/1937",['2020/21:193'],True,['http://data.riksdagen.se/fil/ECC6B643-74A5-4EFD-8FB0-01A5E97ECAAE'],3476,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-10/SFS2021-898.pdf
107,2021:898,32,3b,ökad,,50,Visselblåsarlagen; uppföljning av ärenden,2021-12-17 överg.best.,"Prop. 2020/21:193, bet. 2021/22:AU3, rskr. 2021/22:9, direktiv (EU) 2019/1937",['2020/21:193'],True,['http://data.riksdagen.se/fil/ECC6B643-74A5-4EFD-8FB0-01A5E97ECAAE'],3476,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-10/SFS2021-898.pdf
108,2021:898,36,4,ökad,,,Hänvisning till visserblåsarlagen,2021-12-17 överg.best.,"Prop. 2020/21:193, bet. 2021/22:AU3, rskr. 2021/22:9, direktiv (EU) 2019/1937",['2020/21:193'],True,['http://data.riksdagen.se/fil/ECC6B643-74A5-4EFD-8FB0-01A5E97ECAAE'],3476,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-10/SFS2021-898.pdf
109,2021:918,,,,,,ikraftträdande av SFS 2018:1276 (regioner),9,,[],False,[],445,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-10/SFS2021-918.pdf
110,2021:921,,,,,,Ikraftträdande av SFS 2018:1276 (etiks prövning),9,,[],False,[],442,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-10/SFS2021-921.pdf
111,2021:1071,25,17f,,,,Ny rubrik,2021-12-01,"Prop. 2020/21:221, bet. 2021/22:SoU5, rskr. 2021/22:29",['2020/21:221'],False,['http://data.riksdagen.se/fil/6E20FCA1-4F3F-482C-9DDC-1A9951ABCA9D'],1057,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-11/SFS2021-1071.pdf
112,2021:1101,30,22,,,,Ny rubrik,2022-01-01,"Prop. 2020/21:201, bet. 2021/22:CU2, rskr. 2021/22:42",['2020/21:201'],False,['http://data.riksdagen.se/fil/F841C942-B395-489E-93EF-BD8DF6AC0CA6'],653,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-11/SFS2021-1101.pdf
113,2021:1120,41,2,,,,Kolla Riksdagsordningen tillägg  13.11.2 ,2022-01-01,"Framst. 2020/21:RS5, bet. 2021/22:KU3, rskr. 2021/22:44",[],False,[],1044,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-11/SFS2021-1120.pdf
114,2021:1128,25,17c,minskad,,,Sekretessbrytande till vårdpersonal för djur,2022-01-01,"Prop. 2020/21:220, bet. 2021/22:SoU7, rskr. 2021/22:62",['2020/21:220'],False,['http://data.riksdagen.se/fil/6ABC0C94-A77A-445E-AAF1-626A7F4B80E2'],1337,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-12/SFS2021-1128.pdf
115,2021:1184,42,9,ökad,,70,UD:s försök att få Isak och Minhai fria (omvänt),2021-12-15,"Prop. 2021/22:30, bet. 2021/22:KU8, rskr. 2021/22:35",['2021/22:30'],False,['http://data.riksdagen.se/fil/2E901DEE-F631-463E-BAA0-E95D53B23DF7'],1594,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-12/SFS2021-1184.pdf
116,2021:1190,9,2,,,,Hänvisning rill annan lagstiftning (EU),2023-03-07 den dag regeringen bestämmer,"Prop. 2020/21:222, bet. 2021/22:JuU9, rskr. 2021/22:59",['2020/21:222'],False,['http://data.riksdagen.se/fil/1BBE8901-A147-4CF1-8D8E-0300CB02A7EC'],4395,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-12/SFS2021-1190.pdf
117,2021:1190,18,17,ökad,,40,Schengens informationssystem efterlysta,2023-03-07 den dag regeringen bestämmer,"Prop. 2020/21:222, bet. 2021/22:JuU9, rskr. 2021/22:59",['2020/21:222'],False,['http://data.riksdagen.se/fil/1BBE8901-A147-4CF1-8D8E-0300CB02A7EC'],4395,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-12/SFS2021-1190.pdf
118,2021:1190,18,18,,,,Hänvisning till ny bestämmelse,2023-03-07 den dag regeringen bestämmer,"Prop. 2020/21:222, bet. 2021/22:JuU9, rskr. 2021/22:59",['2020/21:222'],False,['http://data.riksdagen.se/fil/1BBE8901-A147-4CF1-8D8E-0300CB02A7EC'],4395,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-12/SFS2021-1190.pdf
119,2021:1190,37,6,ökad,,70,Schengen; skydd för ensklid,2023-03-07 den dag regeringen bestämmer,"Prop. 2020/21:222, bet. 2021/22:JuU9, rskr. 2021/22:59",['2020/21:222'],False,['http://data.riksdagen.se/fil/1BBE8901-A147-4CF1-8D8E-0300CB02A7EC'],4395,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-12/SFS2021-1190.pdf
120,2021:1190,37,7,,,,Ändring till ny lagstiftning,2023-03-07 den dag regeringen bestämmer,"Prop. 2020/21:222, bet. 2021/22:JuU9, rskr. 2021/22:59",['2020/21:222'],False,['http://data.riksdagen.se/fil/1BBE8901-A147-4CF1-8D8E-0300CB02A7EC'],4395,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2021-12/SFS2021-1190.pdf
121,2022:142,42,1,ökad,EU,,JK; kolla SJF remissyttrande,2022-04-01,"Prop. 2021/22:68, bet. 2021/22:KU18, rskr. 2021/22:164.",['2021/22:68'],False,['http://data.riksdagen.se/fil/F4A04F13-C4F9-40EE-AB79-5B028D8262F3'],2998,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-03/SFS2022-142.pdf
122,2022:142,42,2,ökad,,,se ovan,2022-04-01,"Prop. 2021/22:68, bet. 2021/22:KU18, rskr. 2021/22:164.",['2021/22:68'],False,['http://data.riksdagen.se/fil/F4A04F13-C4F9-40EE-AB79-5B028D8262F3'],2998,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-03/SFS2022-142.pdf
123,2022:142,42,4,ökad,EU,,seovan; övderförd sekretess,2022-04-01,"Prop. 2021/22:68, bet. 2021/22:KU18, rskr. 2021/22:164.",['2021/22:68'],False,['http://data.riksdagen.se/fil/F4A04F13-C4F9-40EE-AB79-5B028D8262F3'],2998,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-03/SFS2022-142.pdf
124,2022:142,42,4a,ökad,,,se ovan,2022-04-01,"Prop. 2021/22:68, bet. 2021/22:KU18, rskr. 2021/22:164.",['2021/22:68'],False,['http://data.riksdagen.se/fil/F4A04F13-C4F9-40EE-AB79-5B028D8262F3'],2998,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-03/SFS2022-142.pdf
125,2022:143,42,4a,,,,Byte av paragrafnummer,9,"Prop. 2021/22:68, bet. 2021/22:KU18, rskr. 2021/22:164.",['2021/22:68'],False,['http://data.riksdagen.se/fil/F4A04F13-C4F9-40EE-AB79-5B028D8262F3'],592,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-03/SFS2022-143.pdf
126,2022:251,24,8b,,,,Byte av rubrikplats,2022-05-01,"Prop. 2021/22:92, bet. 2021/22:FiU17, rskr. 2021/22:210",['2021/22:92'],False,['http://data.riksdagen.se/fil/C8D590C1-735E-46F4-97C6-3DAB4F857263'],804,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-04/SFS2022-251.pdf
127,2022:325,44,44,ökad,,,meddelandefrihet gäller ej vid yppandeförbud,2022-06-01,"Prop. 2021/22:119, bet. 2021/22:JuU15, rskr. 2021/22:243",['2021/22:119'],False,['http://data.riksdagen.se/fil/68A15B63-B179-4D38-A1A7-92E931176F98'],965,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-04/SFS2022-325.pdf
128,2022:377,10,19,,,,Sekretessbrytande till polismyndighet,2022-06-01,"Prop. 2021/22:83, bet. 2021/22:TU9, rskr. 2021/22:229",['2021/22:83'],False,['http://data.riksdagen.se/fil/F1872761-6B2E-4F19-8F5E-8887B6338817'],1231,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-05/SFS2022-377.pdf
129,2022:408,35,5,ökad,,,"tillträdesförbud butiker, bad och butiker",2022-07-01,"Prop. 2021/22:108, bet. 2021/22:JuU18, rskr. 2021/22:272",['2021/22:108'],False,['http://data.riksdagen.se/fil/B4D22127-006C-4503-BD49-76CC3883220D'],1273,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-05/SFS2022-408.pdf
130,2022:496,15,3a,,,,"ingen ändring i sak, nytt lagnamn",2022-06-03,"Prop. 2021/22:136, bet. 2021/22:TU17, rskr. 2021/22:302",['2021/22:136'],False,['http://data.riksdagen.se/fil/219919B8-E483-465C-B818-66E5CE3EF187'],4076,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-05/SFS2022-496.pdf
131,2022:583,25,11,minskad,,,sekretessbrytande mellan vårdinrättningar,2022-07-01,"Prop. 2021/22:128, bet. 2021/22:SoU26, rskr. 2021/22:315",['2021/22:128'],False,['http://data.riksdagen.se/fil/1A252536-022D-4291-92AD-D1AEE3906ADD'],2137,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-05/SFS2022-583.pdf
132,2022:610,18,16,ökad,EU,,vapenregister;ljuddämpare,2022-07-01,"Prop. 2021/22:185, bet. 2021/22:JuU32, rskr. 2021/22:319",['2021/22:185'],False,['http://data.riksdagen.se/fil/29E8DA3B-6B95-4DB8-9CCF-37492E6ED6AB'],1877,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-05/SFS2022-610.pdf
133,2022:610,18,16a,ökad,EU,,vapenregister;ljuddämpare,2022-07-01,"Prop. 2021/22:185, bet. 2021/22:JuU32, rskr. 2021/22:319",['2021/22:185'],False,['http://data.riksdagen.se/fil/29E8DA3B-6B95-4DB8-9CCF-37492E6ED6AB'],1877,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2022-05/SFS2022-610.pdf
